,svcscan.nservices,svcscan.kernel_drivers,dlllist.avg_dlls_per_proc,pslist.avg_handlers,handles.nmutant,handles.nkey,handles.nsemaphore,dlllist.ndlls,svcscan.process_services,pslist.avg_threads,ldrmodules.not_in_load,ldrmodules.not_in_load_avg,malfind.uniqueInjections,svcscan.nactive,malfind.commitCharge,ldrmodules.not_in_init_avg,callbacks.ncallbacks,pslist.nppid,psxview.not_in_ethread_pool_false_avg,malfind.ninjections
837,392,222,44.22727273,256.8863636,374,994,749,1946,24,10.84090909,83,0.041982802,1.5,126,8,0.062721295,87,18,0.203703704,6
24038,392,222,47.91043774,272.7116383,404,1017,778,2012,24,11.57821058,90,0.044168722,1.6,124,10,0.064079467,87,16,0.106382979,8
27709,395,222,50.025,299.8442521,332,767,739,2001,27,13.19615652,63,0.032192131,1.5,124,4,0.051609607,88,12,0.047619048,3
17149,392,222,47.43487221,260.6116206,481,1162,844,2542,24,11.36082123,109,0.042887349,1.347776411,127,44,0.062757978,87,19,0.054447176,11
22905,395,222,51.75,305.5277855,399,870,735,2070,27,13.84952882,74,0.036327933,1.25,123,6,0.054982818,88,12,0.024390244,5
14021,395,222,50.0,289.158041,353,848,735,2050,27,12.83561364,60,0.02955665,1.333333333,123,5,0.048275862,88,14,0.068181818,4
31414,389,221,37.73170732,201.9512195,249,684,605,1547,24,9.43902439,46,0.029336735,1.0,119,3,0.054846939,87,16,0.0,3
41634,389,221,39.09756098,207.7804878,267,674,640,1603,24,9.756097561,45,0.027455766,1.0,122,3,0.051860891,86,16,0.088888889,3
36876,389,221,39.0,204.4761905,268,692,623,1638,24,9.642857143,50,0.029779631,4.6,122,23,0.053603335,87,18,0.086956522,23
29085,395,222,51.71036433,300.310675,424,887,776,2218,27,13.16776383,79,0.036460873,1.25,123,6,0.055125851,88,12,0.0,5
2248,395,222,49.85264294,285.6100478,359,857,749,2093,27,12.78777623,60,0.02893228,1.333333333,123,5,0.047738262,88,15,0.014832543,4
6234,395,222,50.14285714,285.2207737,393,816,748,2106,27,12.79797614,79,0.037476281,1.25,124,6,0.05597723,88,12,0.045454545,5
9331,395,222,52.2,308.862621,434,898,760,2088,27,13.5887331,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
3165,395,222,49.02148824,278.193662,338,789,739,2055,27,12.30917594,70,0.034426729,1.343821641,123,4,0.053426261,88,12,0.044092427,3
44436,378,219,36.80555556,182.8888889,192,494,463,1325,21,10.16666667,51,0.037090909,1.0,112,2,0.062545455,88,16,0.0,2
30434,389,221,38.71428571,211.0,279,712,656,1626,24,9.80952381,45,0.027173913,12.4,121,18505,0.051328502,87,16,0.349206349,62
35031,389,221,45.07407407,268.5925926,215,591,571,1217,24,12.81481481,32,0.026229508,1.0,119,2,0.047540984,86,9,0.0,2
55469,389,221,38.22727273,206.4772727,273,728,664,1682,24,10.81818182,47,0.027199074,1.25,123,44,0.052083333,87,17,0.102040816,5
36891,389,221,40.23076923,221.1025641,259,660,640,1569,24,11.46153846,46,0.02850062,1.0,123,3,0.05204461,87,15,0.048780488,3
39088,389,221,37.975,203.825,232,699,604,1519,24,9.5,47,0.03057905,1.0,119,4,0.055953155,87,16,0.0,4
47723,389,221,37.75609756,202.4390244,255,701,606,1548,24,9.43902439,45,0.028680688,1.0,119,3,0.054174634,86,16,0.046511628,3
11389,392,222,46.60465116,257.8616511,376,963,727,2004,24,10.97428198,89,0.043232615,1.166666667,124,8,0.063634524,87,16,0.015552557,7
27537,392,222,42.77066675,241.6963591,319,823,676,1779,24,10.93250405,67,0.037001639,1.365691075,124,4,0.059128763,87,16,0.079341926,3
46830,389,221,38.87804878,212.6097561,262,660,648,1594,24,11.0,47,0.028693529,1.25,122,207,0.051892552,86,16,0.090909091,5
50067,389,221,39.05405405,214.8108108,230,672,596,1445,24,10.10810811,43,0.029532967,1.0,119,3,0.054258242,86,15,0.0,3
5742,395,222,49.6303326,292.5307174,357,804,746,2084,27,13.02881934,71,0.034819228,1.333333333,124,5,0.054342892,88,12,0.0,4
53417,389,221,39.6,209.375,259,696,628,1584,24,9.8,49,0.030586767,2.5,119,85,0.054931336,86,17,0.0,10
2538,395,222,49.76923077,292.4091534,329,801,723,1941,27,12.91976796,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
38691,389,221,38.33333333,206.2619048,261,679,642,1610,24,10.0952381,50,0.030138638,1.0,122,4,0.054852321,86,16,0.066666667,4
27809,392,222,45.06161806,252.205118,377,964,790,2227,24,11.23201647,82,0.037515633,1.221357088,128,6,0.058609602,87,19,0.160082089,5
49127,389,221,37.0,201.275,233,682,604,1480,24,9.375,43,0.028820375,1.0,119,3,0.053619303,87,16,0.11627907,3
37743,389,221,39.075,209.15,262,664,606,1563,24,9.925,45,0.028037383,1.0,123,3,0.052336449,87,16,0.111111111,3
16547,393,222,49.29860704,267.7786795,456,1177,905,2352,25,11.26982205,107,0.044782994,1.772537385,125,62,0.064154221,87,21,0.0,13
49411,389,221,38.73170732,207.9268293,259,719,630,1588,24,9.829268293,47,0.029174426,1.25,119,4,0.054003724,86,16,0.046511628,10
6674,395,222,51.95348837,301.8332959,407,916,806,2234,27,13.20712344,81,0.036684783,1.25,123,6,0.055253623,88,13,0.0,5
54939,389,221,37.97727273,201.7272727,269,693,653,1671,24,10.0,51,0.029633934,1.0,122,4,0.054619407,86,17,0.063829787,4
40572,389,221,38.11363636,200.4772727,269,697,653,1677,24,9.590909091,50,0.028968714,1.0,122,4,0.053881808,87,17,0.043478261,4
52986,389,221,40.05128205,220.5128205,259,654,640,1562,24,11.46153846,47,0.029228856,1.0,122,3,0.052860697,88,15,0.133333333,3
3398,395,222,49.92682927,299.6609305,334,774,741,2047,27,12.96145438,66,0.032901296,1.5,124,4,0.052342971,88,12,0.008066078,3
18320,395,222,51.07692308,298.4353046,350,834,723,1992,27,13.33451902,60,0.030425963,1.333333333,123,5,0.048681542,88,12,0.092044526,4
8653,395,222,49.56097561,282.2378296,337,780,737,2032,27,12.53427952,68,0.033613445,1.333333333,124,5,0.05239743,88,12,0.046511628,4
45238,389,221,39.02702703,215.1891892,230,666,594,1444,24,10.21621622,42,0.028865979,1.0,119,3,0.053608247,87,15,0.0,3
46842,389,221,43.5,259.1071429,215,585,569,1218,24,12.32142857,31,0.025060631,1.0,120,2,0.046079224,86,10,0.25,2
48577,389,221,37.525,203.1,233,690,602,1501,24,9.55,43,0.028345419,1.0,119,3,0.054054054,87,16,0.069767442,3
53285,389,221,39.08108108,215.0,230,667,596,1446,24,10.13513514,43,0.029512697,1.0,119,3,0.054221002,86,15,0.0,3
37658,389,221,39.05405405,214.7567568,230,665,596,1445,24,10.18918919,43,0.029472241,1.0,118,3,0.054146676,87,15,0.026315789,3
13469,395,222,51.44910516,297.9827421,396,922,778,2160,27,13.05773942,81,0.037977148,1.25,125,6,0.055324735,88,12,0.023809524,5
52441,389,221,38.37209302,201.7674419,268,736,630,1650,24,9.372093023,52,0.030696576,1.0,123,4,0.055489965,87,17,0.022727273,4
40038,389,221,37.76744186,200.3255814,251,730,642,1624,24,9.558139535,57,0.034566404,1.0,119,3,0.060036386,86,18,0.0,3
40335,389,221,37.80952381,200.0952381,259,685,610,1588,24,9.357142857,48,0.029611351,1.0,121,3,0.05490438,86,16,0.045454545,3
9309,392,222,43.42477046,253.6639636,356,974,739,1867,24,10.76409088,78,0.041350056,1.288664745,126,5,0.062478671,87,17,0.204259581,4
30374,389,221,37.8,205.4,240,680,610,1512,24,9.675,43,0.027885863,1.0,121,3,0.052529183,86,16,0.093023256,3
50175,389,221,37.85,203.7,232,692,612,1514,24,9.575,44,0.028795812,1.0,119,3,0.054319372,86,16,0.0,3
39207,389,221,38.0,201.4883721,265,726,644,1634,24,9.651162791,58,0.034813926,1.0,119,3,0.06002401,86,18,0.0,3
12496,395,222,48.93181818,287.6287188,347,791,750,2153,27,12.71727918,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
20952,395,222,49.51280474,294.4646339,336,811,743,2030,27,13.20475613,62,0.031784812,1.5,123,4,0.050511381,88,13,0.019007946,3
32301,389,221,37.72727273,197.6590909,269,692,650,1660,24,9.272727273,47,0.02758216,1.0,122,3,0.052816901,86,17,0.043478261,3
43465,389,221,39.31428571,214.2857143,223,595,570,1376,24,10.34285714,42,0.030042918,1.0,118,2,0.054363376,86,14,0.0,2
5653,395,222,46.86709759,273.6697196,338,837,740,2019,27,12.42631423,65,0.032939286,1.5,124,4,0.051033236,88,12,0.078684288,3
11795,395,222,51.8459021,302.4622937,404,877,772,2177,27,13.19543255,79,0.036752262,1.25,123,6,0.055361003,88,12,0.02911504,5
46020,389,221,45.75862069,262.5862069,245,578,611,1327,24,13.20689655,34,0.025,1.0,120,2,0.045588235,88,10,0.064516129,2
50217,389,221,45.17857143,261.8214286,214,578,606,1265,24,12.92857143,32,0.024691358,1.0,117,2,0.045524691,88,10,0.0,2
2542,395,222,52.04781008,304.9552908,383,887,767,2081,27,13.23594958,76,0.03657517,1.25,123,6,0.054381504,88,12,0.0,5
35816,389,221,39.34146341,209.8536585,267,666,643,1613,24,10.07317073,46,0.02774427,1.0,121,3,0.051869723,86,16,0.068181818,3
50685,389,221,37.875,205.0,233,695,614,1515,24,9.75,45,0.029431001,1.5,119,6,0.054937868,87,16,0.0,6
34313,389,221,39.07894737,213.2631579,237,683,598,1485,24,9.868421053,45,0.02986065,1.0,119,3,0.054412741,86,15,0.073170732,3
16970,395,222,48.47727273,282.7048815,350,828,745,2133,27,12.5089565,72,0.034482759,1.333333333,124,5,0.053639847,88,12,0.0,4
28811,392,222,45.89774101,262.2117545,454,1180,855,2206,24,10.71971652,99,0.044529273,1.714285714,124,31,0.063929414,87,17,0.096207297,12
20408,395,222,48.94233565,290.5001249,350,791,752,2153,27,13.28530053,74,0.034898044,1.333333333,125,5,0.054705042,88,12,0.0,4
41079,389,221,39.23809524,212.0714286,264,693,651,1648,24,11.02380952,53,0.031176471,1.25,122,8,0.055294118,88,16,0.066666667,5
40910,389,221,39.08108108,214.5405405,230,667,596,1446,24,10.05405405,43,0.029472241,1.0,119,3,0.054146676,86,15,0.0,3
34743,389,221,39.05405405,214.2702703,230,665,596,1445,24,10.10810811,43,0.029472241,1.0,118,3,0.054146676,86,15,0.0,3
57998,389,221,39.94871795,217.6923077,259,660,634,1558,24,10.71794872,46,0.028696195,1.0,123,3,0.052401747,86,15,0.113636364,3
42886,389,221,37.525,203.275,233,690,602,1501,24,9.475,43,0.028270874,1.0,119,3,0.0539119,87,16,0.108695652,3
9188,395,222,43.81020844,262.1761798,222,596,480,1343,27,14.75838682,28,0.021103659,1.0,115,2,0.043479775,88,13,0.0,2
13874,392,222,49.21428571,278.5964185,433,1076,825,2067,24,11.63222669,102,0.047819972,2.0,124,77,0.067041725,87,16,0.086956522,12
19199,395,222,50.0,289.0671827,353,848,735,2050,27,12.82926829,60,0.02955665,1.333333333,123,5,0.048275862,88,14,0.068181818,4
32944,389,221,37.95454545,198.0909091,270,697,650,1670,24,9.25,48,0.027988338,1.0,122,4,0.053061224,86,17,0.022222222,4
25487,395,222,50.45,293.0026861,351,843,727,2018,27,12.94415859,60,0.03003003,1.333333333,123,5,0.048548549,88,13,0.090909091,4
52505,389,221,37.64102564,205.2820513,232,679,605,1468,24,9.641025641,44,0.029749831,1.0,119,3,0.054766734,87,16,0.025641026,3
15651,395,222,52.45238095,306.5927969,445,943,772,2203,27,13.30935349,89,0.0402169,1.2,123,7,0.057840036,88,12,0.0,6
45796,389,221,45.07407407,269.2592593,218,555,518,1217,24,14.03703704,30,0.024077047,1.0,120,2,0.04494382,88,9,0.0,2
42225,389,221,38.66666667,209.6428571,279,684,654,1624,24,9.69047619,45,0.027206771,12.4,121,18505,0.051390568,86,16,0.068181818,62
9387,395,222,51.15506498,302.6910889,352,864,751,1995,27,13.30159817,62,0.031359893,1.333333333,123,5,0.049568865,88,12,0.0,4
18495,388,220,41.03039899,227.8640653,182,405,405,1068,26,14.99271973,22,0.020868815,1.0,113,1,0.044999747,88,10,0.0,1
50783,389,221,37.73170732,202.3658537,249,683,612,1547,24,9.536585366,47,0.029955386,1.25,119,5,0.055449331,87,16,0.068181818,5
26582,392,222,46.77387786,273.2249577,500,1214,908,2641,24,11.99024672,107,0.040221532,1.714285714,126,61,0.060089339,87,20,0.025272484,12
56800,389,221,38.325,206.6,237,716,610,1533,24,9.65,45,0.029051001,1.25,119,6,0.054228535,87,16,0.0,5
35636,389,221,39.16216216,215.8918919,231,671,594,1449,24,10.10810811,43,0.029351536,1.0,119,3,0.053924915,86,15,0.026315789,3
22921,395,222,47.29836101,277.8401334,333,803,729,1987,27,12.30626542,63,0.033114774,1.5,122,4,0.051952445,88,12,0.048394321,3
2425,392,222,43.99721016,242.4659526,394,996,771,2067,24,11.51742051,75,0.035470995,1.698065814,122,70,0.057143653,87,19,0.0,11
8013,395,222,52.23782272,308.2761797,457,945,775,2193,27,13.84341294,89,0.040399755,1.169412652,123,7,0.058103019,88,12,0.0,6
31250,389,221,35.91836735,187.2040816,288,724,705,1760,24,9.040816327,48,0.026592798,12.16666667,122,18679,0.052077562,86,20,0.216666667,73
34941,389,221,37.75609756,202.4390244,255,707,608,1548,24,9.43902439,45,0.028753994,1.0,119,3,0.054313099,87,16,0.0,3
15477,395,222,51.91924399,311.9480084,428,910,773,2076,27,14.00961418,73,0.036163616,1.282047275,123,5,0.054757786,88,12,0.0,4
4219,392,222,43.84905971,242.7293312,394,980,777,2060,24,11.50095935,73,0.034680302,1.67964499,122,63,0.056428224,87,19,0.0,10
32540,389,221,37.64444444,201.9111111,272,708,652,1694,24,10.53333333,51,0.029243119,1.2,123,1621,0.054472477,86,18,0.0,6
15318,395,222,48.54579853,284.8019885,357,833,775,2200,27,12.52073973,71,0.032914704,1.333333333,124,5,0.052138371,88,12,0.013987533,4
23632,395,222,51.83473962,302.4033556,402,877,772,2177,27,13.23528266,79,0.036760275,1.25,123,6,0.055373072,88,12,0.023911389,5
2724,392,222,48.01137078,275.0337029,434,1107,838,2258,24,12.07352447,97,0.041891579,1.536843686,125,40,0.061538698,87,17,0.067142928,8
26581,392,222,46.11759351,261.4828453,400,1016,807,2288,24,11.56954529,86,0.037603913,1.204137128,127,7,0.058176005,87,18,0.097253392,6
15382,395,222,48.89358265,286.6987955,347,791,750,2151,27,12.45454545,74,0.034933386,1.333333333,125,5,0.054760444,88,12,0.022222222,4
43636,389,221,38.02272727,202.8863636,270,697,672,1673,24,10.09090909,60,0.034642032,1.0,122,3,0.059468822,86,18,0.0,3
5172,392,222,45.34146341,263.7994074,366,937,740,1859,24,10.94126586,80,0.042395337,1.666666667,126,7,0.062533121,87,17,0.259259259,5
4811,395,222,48.93181818,287.5217372,347,791,750,2153,27,12.60375785,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.010627071,4
40899,389,221,40.23076923,221.4615385,259,656,640,1569,24,11.53846154,48,0.02970297,1.0,123,3,0.053217822,86,15,0.071428571,3
52952,389,221,38.85365854,204.2439024,263,673,612,1593,24,9.658536585,48,0.029502151,1.75,121,31,0.054087277,87,17,0.046511628,7
1723,395,222,52.05,305.2935502,383,887,768,2082,27,13.33225836,76,0.036573628,1.25,123,6,0.054379211,88,12,0.0,5
53082,389,221,39.05263158,212.3157895,248,655,594,1484,24,9.921052632,45,0.029900332,1.0,119,3,0.05448505,86,15,0.05,3
23828,395,222,50.49787179,293.4228718,351,843,727,2019,27,12.94024786,59,0.029853457,1.333333333,123,5,0.048357069,88,13,0.07062369,4
423,395,222,52.2195122,301.3414634,403,904,766,2141,27,13.12195122,82,0.038246269,1.25,123,6,0.055970149,88,13,0.0,5
56977,389,221,37.4,200.7,232,679,602,1496,24,9.45,42,0.027906977,1.0,119,3,0.053156146,86,17,0.071428571,3
6499,395,222,49.76923077,291.2944387,329,801,723,1941,27,12.77542449,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
3015,395,222,47.12671032,279.0332142,268,670,623,1448,27,13.1485474,42,0.029966708,1.620210461,121,2,0.04946573,88,11,0.091207421,2
28166,392,222,46.34588806,263.5306308,422,1140,826,2117,24,11.01669515,88,0.040377467,1.714285714,123,77,0.060845193,87,18,0.014945622,12
41642,389,221,38.95454545,209.7045455,289,694,699,1714,24,9.977272727,46,0.026166098,11.6,122,18521,0.050056883,86,17,0.14,58
46340,389,221,39.4,214.7142857,224,603,570,1379,24,10.31428571,43,0.030670471,1.0,119,2,0.054921541,86,14,0.0,2
43123,389,221,38.875,208.25,262,661,606,1555,24,9.825,45,0.028177833,1.0,121,3,0.052598622,87,16,0.111111111,3
54329,389,221,39.3902439,210.9512195,267,669,645,1615,24,10.19512195,47,0.028296207,1.0,122,3,0.052378085,87,16,0.108695652,3
49492,389,221,37.24390244,201.2926829,255,693,608,1527,24,9.43902439,45,0.029051001,1.0,119,3,0.053582957,86,16,0.170212766,3
29855,387,221,37.57575758,192.2121212,196,464,463,1240,23,10.78787879,38,0.029757244,1.0,116,2,0.054815975,88,13,0.0,2
27501,392,222,44.42367728,259.0841273,384,887,722,1821,24,11.30720435,83,0.045131803,1.333333333,126,5,0.065639089,87,16,0.215686275,4
34064,389,221,38.1,204.85,233,695,605,1524,24,9.675,44,0.028571429,1.0,119,4,0.053896104,86,16,0.0,4
42494,385,220,36.65625,185.34375,186,436,406,1173,23,10.5,39,0.032204789,1.0,115,2,0.058629232,88,13,0.03030303,2
41783,389,221,38.9,208.85,262,663,606,1556,24,9.875,45,0.0281602,1.0,122,3,0.052565707,87,16,0.090909091,3
38260,389,221,37.6,203.925,232,692,604,1504,24,9.525,47,0.03088042,1.0,119,4,0.056504599,87,16,0.0,4
18162,395,222,52.05,305.2879219,382,887,768,2082,27,13.45253152,76,0.036573628,1.25,123,6,0.054379211,88,12,0.0,5
11677,395,222,49.79069767,288.8977423,365,815,755,2141,27,12.72794092,76,0.036018957,1.333333333,123,5,0.055450237,88,13,0.0,4
42601,389,221,39.53658537,212.4634146,267,669,643,1621,24,10.51219512,47,0.028194361,1.0,123,3,0.052189562,87,16,0.108695652,3
2046,395,222,49.76204423,291.5250648,360,808,746,2090,27,12.69033672,73,0.035508481,1.333333333,123,5,0.054963623,88,12,0.0,4
30223,389,221,39.025,209.475,263,670,608,1561,24,9.9,46,0.028785982,1.0,122,3,0.053191489,86,16,0.024390244,3
50669,389,221,38.02272727,200.6818182,270,696,654,1673,24,9.681818182,49,0.028471819,1.0,122,3,0.053457292,86,17,0.0,3
51703,389,221,36.63414634,199.097561,235,698,604,1502,24,9.292682927,45,0.029585799,1.0,119,3,0.055226824,87,16,0.069767442,3
10528,395,222,50.36585366,300.8489396,380,801,746,2065,27,13.48268822,72,0.03546798,1.333333333,124,5,0.054679803,88,12,0.023809524,4
4602,395,222,51.83333333,302.2001876,402,877,772,2177,27,13.18796949,79,0.036761284,1.25,123,6,0.055374593,88,12,0.023255814,5
22879,395,222,48.47727273,282.6317909,350,828,745,2133,27,12.53183871,72,0.034482759,1.333333333,124,5,0.053639847,88,12,0.0,4
26409,395,222,51.75,305.5925325,399,870,735,2070,27,13.90227277,74,0.036327933,1.25,123,6,0.054982818,88,12,0.024390244,5
10292,392,222,44.2,245.0316724,368,899,757,1989,24,10.77777778,94,0.046488625,1.2,127,7,0.067260138,87,17,0.153846154,6
52205,389,221,39.05405405,215.2972973,230,668,594,1445,24,10.24324324,43,0.029512697,1.0,119,3,0.054221002,86,15,0.0,3
31035,389,221,39.08108108,215.6216216,230,672,596,1446,24,10.10810811,43,0.029291553,1.0,119,3,0.053814714,87,15,0.119047619,3
19254,392,222,46.52265502,253.8324771,525,1193,936,3110,24,10.56027556,120,0.038119899,1.788577457,126,60,0.058296446,87,19,0.017948041,11
19252,395,222,48.47727273,284.2275882,350,828,747,2133,27,12.78745815,73,0.03494495,1.333333333,124,5,0.054092867,88,12,0.0,4
39405,389,221,38.94736842,212.9736842,235,677,600,1480,24,10.02631579,42,0.02781457,1.0,121,3,0.052317881,86,15,0.136363636,3
15755,395,222,50.025,301.1291107,333,767,738,2001,27,13.54355072,63,0.032192131,1.5,123,4,0.051609607,88,12,0.031419788,3
40140,389,221,39.08108108,215.2162162,231,672,594,1446,24,10.13513514,43,0.029512697,1.0,119,3,0.054221002,88,15,0.0,3
5236,392,222,43.93972419,252.9692311,358,953,744,1889,24,10.73928248,82,0.043170713,1.25,126,6,0.064000713,87,17,0.173154846,5
7901,395,222,48.93181818,286.8377815,347,791,750,2153,27,12.5,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
56546,389,221,39.35714286,213.4285714,268,698,661,1653,24,10.97619048,50,0.029377203,1.0,122,3,0.05346651,86,16,0.045454545,3
38211,386,220,35.0,181.5142857,189,459,415,1225,23,11.48571429,38,0.030110935,1.0,115,2,0.057052298,88,14,0.0,2
28394,392,222,45.62264151,254.9907812,460,1019,792,2418,24,11.20058913,114,0.045949214,1.125,126,10,0.066505441,87,17,0.0,9
36329,389,221,37.975,205.2,234,712,620,1519,24,9.525,44,0.028664495,1.25,119,6,0.053420195,86,17,0.025,5
53633,389,221,39.36842105,214.9210526,253,683,600,1496,24,10.02631579,46,0.030263158,1.0,119,3,0.054605263,87,15,0.05,3
56421,389,221,38.09756098,203.7560976,260,693,612,1562,24,9.56097561,45,0.028319698,1.0,120,3,0.053492763,86,15,0.163265306,3
7503,392,222,44.09756098,252.7727296,334,858,721,1808,24,10.78662341,81,0.044310722,1.333333333,127,5,0.065098468,87,16,0.2,4
50917,349,189,32.02702703,198.6511628,245,601,554,1185,22,9.348837209,48,0.21719457,1.0,114,2,0.2760181,56,17,0.044444444,2
10608,392,222,44.43558136,259.5368489,384,887,722,1821,24,11.41119112,83,0.044795643,1.333333333,126,5,0.065304491,87,16,0.215686275,4
41488,389,221,37.625,203.55,233,689,608,1505,24,9.6,44,0.028966425,1.0,119,3,0.054641211,87,16,0.0,3
56693,389,221,36.59574468,193.0851064,289,710,677,1720,24,9.382978723,47,0.026689381,1.833333333,122,152371,0.052243044,87,19,0.132075472,11
1090,395,222,48.93181818,287.0,347,791,750,2153,27,12.38636364,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.022222222,4
55033,389,221,39.23684211,213.8684211,252,676,600,1491,24,10.02631579,45,0.029722589,1.0,118,3,0.054161162,87,15,0.11627907,3
4972,395,222,52.26010352,306.1392546,403,877,780,2194,27,13.26550725,79,0.036457203,1.25,125,6,0.054916547,88,12,0.0,5
1257,395,222,52.44444444,312.5111111,488,926,796,2360,27,13.8,100,0.042498938,1.166666667,124,8,0.060773481,88,12,0.0,7
41227,389,221,39.05405405,214.9459459,230,668,594,1445,24,10.05405405,42,0.02878684,1.0,119,3,0.053461275,86,15,0.159090909,3
1190,395,222,43.19565217,257.0217391,333,805,734,1987,27,11.76086957,8,0.028880866,1.5,124,4,0.122743682,88,12,0.333333333,3
50939,389,221,39.3902439,210.4146341,267,669,645,1615,24,10.17073171,46,0.027710843,1.0,122,3,0.051807229,86,16,0.088888889,3
19052,395,222,48.93023256,286.1450663,343,820,748,2104,27,12.72646163,65,0.031676413,1.5,123,4,0.050682261,88,14,0.0,3
29220,395,222,50.52404749,293.4101187,352,843,728,2020,27,12.98797625,59,0.029626639,1.333333333,123,5,0.0481246,88,13,0.041653553,4
