,Class
13306,0
39308,1
26046,0
17689,0
29099,0
50014,1
51436,1
16689,0
11123,0
24344,0
5638,0
40621,1
14001,0
798,0
42797,1
7198,0
2651,0
46482,1
33688,1
14693,0
15509,0
5911,0
24811,0
11462,0
57722,1
37919,1
55427,1
9629,0
3651,0
43331,1
27527,0
1937,0
30721,1
50915,1
21371,0
1911,0
17180,0
9901,0
8574,0
37713,1
10428,0
55940,1
2324,0
3798,0
17098,0
30695,1
17166,0
26178,0
497,0
49673,1
3457,0
24415,0
55851,1
54453,1
29157,0
36618,1
4395,0
29717,1
17688,0
9440,0
9811,0
2655,0
5815,0
26117,0
11998,0
53625,1
50490,1
41304,1
50688,1
9712,0
13982,0
14456,0
40984,1
17393,0
18866,0
4640,0
43908,1
56100,1
53666,1
33113,1
24523,0
18439,0
17123,0
52170,1
19829,0
51876,1
25418,0
17148,0
55978,1
17023,0
29380,1
24947,0
53391,1
5483,0
11277,0
13506,0
56222,1
13248,0
15012,0
17097,0
12805,0
50101,1
37437,1
27436,0
20334,0
49286,1
47712,1
26487,0
37295,1
46395,1
28889,0
21302,0
7748,0
29988,1
46939,1
57477,1
52273,1
244,0
5168,0
9716,0
37303,1
6449,0
20681,0
55309,1
43363,1
57890,1
5613,0
27499,0
14223,0
40203,1
7836,0
32574,1
38501,1
54300,1
3659,0
53602,1
27708,0
58020,1
22377,0
18424,0
4104,0
27292,0
27512,0
47529,1
53913,1
5643,0
14708,0
33150,1
27092,0
22239,0
38640,1
21047,0
47639,1
37060,1
2730,0
47060,1
53828,1
32864,1
15510,0
52679,1
21201,0
35755,1
44532,1
30215,1
57235,1
19229,0
40560,1
44190,1
7919,0
54534,1
8561,0
40624,1
21648,0
26119,0
4224,0
36980,1
2507,0
56772,1
29531,1
4765,0
39634,1
1621,0
26455,0
49589,1
48706,1
23235,0
26064,0
23251,0
20557,0
15074,0
12309,0
9485,0
33338,1
57080,1
16948,0
32342,1
41412,1
50732,1
48744,1
54409,1
17454,0
10115,0
2930,0
35638,1
27409,0
4126,0
55462,1
48844,1
32965,1
20245,0
49345,1
16284,0
16861,0
42769,1
12259,0
21973,0
5518,0
23955,0
10968,0
41289,1
47266,1
49317,1
58208,1
29462,1
41583,1
46037,1
23206,0
50267,1
38017,1
19114,0
47578,1
41160,1
34153,1
36641,1
49337,1
52274,1
5843,0
1592,0
18868,0
55996,1
49562,1
37160,1
33927,1
2740,0
33950,1
26520,0
42028,1
51843,1
395,0
49723,1
23119,0
13229,0
22541,0
18098,0
45836,1
36906,1
57937,1
17481,0
57258,1
43037,1
3717,0
49215,1
15456,0
37283,1
23031,0
110,0
20726,0
43609,1
2848,0
24581,0
39487,1
22300,0
23327,0
35729,1
45465,1
1705,0
35915,1
52028,1
41797,1
229,0
32193,1
2739,0
9489,0
35608,1
30634,1
26785,0
57113,1
7164,0
43524,1
1740,0
43475,1
7237,0
51472,1
7908,0
40246,1
39037,1
42536,1
42256,1
49563,1
30456,1
33218,1
1489,0
24926,0
16893,0
15948,0
51588,1
6880,0
21672,0
18176,0
37858,1
50677,1
1597,0
46028,1
5909,0
43832,1
39299,1
20228,0
175,0
4352,0
19538,0
24994,0
48824,1
44619,1
52354,1
10043,0
18697,0
53610,1
6085,0
51567,1
22060,0
17455,0
10733,0
41805,1
36336,1
37604,1
8538,0
40043,1
6200,0
33850,1
57520,1
25410,0
35841,1
3934,0
3560,0
49096,1
4881,0
29566,1
44843,1
41134,1
29629,1
35911,1
19663,0
216,0
1041,0
23242,0
31126,1
49323,1
1878,0
35603,1
15917,0
17157,0
5735,0
2145,0
16240,0
45289,1
49070,1
52934,1
57263,1
45151,1
50021,1
15247,0
49643,1
25381,0
55919,1
1213,0
47864,1
27664,0
22764,0
3820,0
13201,0
3796,0
35210,1
46899,1
561,0
40400,1
6097,0
24110,0
8243,0
27369,0
45090,1
2303,0
56698,1
50462,1
2124,0
17946,0
11453,0
38718,1
26277,0
39908,1
8861,0
57980,1
58574,1
39230,1
29284,0
45599,1
21724,0
1084,0
54991,1
1128,0
48085,1
42301,1
25869,0
34346,1
6913,0
21256,0
22980,0
43575,1
28364,0
14411,0
3851,0
27022,0
5134,0
13054,0
27744,0
34040,1
43712,1
32667,1
40347,1
8455,0
42840,1
14391,0
54439,1
21841,0
16146,0
25617,0
9173,0
26690,0
28079,0
28704,0
56317,1
39165,1
16675,0
26156,0
20336,0
56,0
396,0
32789,1
57803,1
22564,0
35311,1
44582,1
17581,0
52428,1
54615,1
48727,1
16953,0
57808,1
7682,0
18970,0
3588,0
31186,1
55717,1
39823,1
53291,1
48434,1
20471,0
19227,0
26460,0
20701,0
49930,1
46806,1
37080,1
45684,1
36288,1
43511,1
27625,0
23018,0
10280,0
51999,1
41011,1
47342,1
1147,0
8123,0
4739,0
27915,0
46024,1
38948,1
4824,0
4095,0
23649,0
21156,0
25104,0
16962,0
14785,0
17564,0
38375,1
984,0
58516,1
50616,1
42419,1
12037,0
36300,1
23915,0
42806,1
36045,1
39925,1
15080,0
30794,1
47621,1
13649,0
3114,0
33237,1
12389,0
35146,1
41107,1
37626,1
39058,1
26635,0
29216,0
2608,0
2917,0
28983,0
42354,1
11004,0
25254,0
43298,1
32487,1
37362,1
33849,1
1484,0
45135,1
35505,1
32535,1
19021,0
4792,0
46167,1
51888,1
1394,0
20221,0
25440,0
52788,1
39262,1
6362,0
26647,0
51275,1
34324,1
50684,1
54695,1
5378,0
53679,1
28903,0
14080,0
23843,0
3235,0
55363,1
55786,1
24568,0
50898,1
2831,0
39034,1
16685,0
44897,1
49079,1
39707,1
37245,1
25961,0
45069,1
42659,1
12938,0
24722,0
56361,1
4606,0
22961,0
1947,0
7890,0
32943,1
47072,1
950,0
39623,1
45364,1
31477,1
39160,1
52341,1
38224,1
34260,1
50392,1
35066,1
52591,1
34849,1
14471,0
6973,0
13355,0
19762,0
14760,0
33967,1
18301,0
9814,0
36517,1
17318,0
3395,0
14877,0
48038,1
53268,1
55258,1
30769,1
10740,0
6897,0
10718,0
45585,1
29019,0
52244,1
15549,0
42371,1
51529,1
46947,1
17552,0
46611,1
43235,1
57026,1
41570,1
47198,1
32542,1
53333,1
50039,1
46622,1
25558,0
51889,1
6227,0
33479,1
10572,0
58177,1
5524,0
39370,1
33938,1
12007,0
29866,1
2445,0
41046,1
49623,1
19630,0
27743,0
26461,0
52925,1
8432,0
17913,0
22522,0
47919,1
29488,1
53241,1
4446,0
49082,1
8444,0
44735,1
10348,0
25545,0
3126,0
44638,1
33541,1
11219,0
51974,1
58173,1
10663,0
12860,0
38889,1
40284,1
24883,0
8541,0
45792,1
3024,0
38310,1
38956,1
56030,1
35881,1
37638,1
44421,1
55536,1
20636,0
51716,1
19196,0
40554,1
47408,1
4705,0
25834,0
29707,1
34856,1
37646,1
56921,1
56854,1
33791,1
25099,0
42357,1
4587,0
57232,1
4779,0
34828,1
15050,0
42059,1
6249,0
4894,0
21475,0
42588,1
54457,1
34301,1
21774,0
28031,0
5925,0
4175,0
34756,1
31453,1
43942,1
5537,0
32614,1
36127,1
33724,1
6997,0
48439,1
56264,1
14263,0
48275,1
42584,1
11800,0
28631,0
40462,1
26249,0
3468,0
47253,1
15871,0
753,0
17983,0
42956,1
56850,1
15539,0
51786,1
2692,0
45580,1
7898,0
21527,0
40681,1
33119,1
13576,0
22777,0
39837,1
53663,1
21089,0
7273,0
4048,0
17533,0
54053,1
24621,0
9281,0
5023,0
19449,0
8360,0
20694,0
12287,0
57723,1
35079,1
22698,0
29602,1
25962,0
55443,1
12532,0
51681,1
47248,1
46320,1
1234,0
51572,1
43840,1
23642,0
25732,0
55357,1
41926,1
13089,0
39758,1
55791,1
43652,1
58125,1
5076,0
18208,0
56060,1
42603,1
17355,0
53412,1
28697,0
44162,1
38266,1
35764,1
40663,1
10980,0
9412,0
34915,1
24713,0
1966,0
23135,0
20473,0
53106,1
7386,0
11099,0
42523,1
8784,0
18275,0
28518,0
38434,1
54204,1
37519,1
13920,0
7518,0
49046,1
30251,1
10637,0
26746,0
37933,1
28580,0
3246,0
4308,0
7687,0
31159,1
23054,0
55369,1
1569,0
38079,1
31059,1
26811,0
25940,0
38075,1
2688,0
35701,1
36166,1
12304,0
35270,1
43303,1
51439,1
37200,1
20190,0
51018,1
35892,1
38330,1
46816,1
5170,0
24906,0
35373,1
8137,0
21830,0
29649,1
8518,0
11386,0
50210,1
38492,1
39868,1
33363,1
37502,1
33718,1
27637,0
51015,1
21681,0
36611,1
11080,0
38474,1
5271,0
44479,1
47389,1
54438,1
36908,1
23621,0
56084,1
50059,1
42975,1
39052,1
56791,1
16442,0
49230,1
22073,0
3463,0
24030,0
3396,0
46280,1
6047,0
50895,1
4773,0
23366,0
16079,0
28520,0
55494,1
53207,1
44476,1
55749,1
54395,1
20476,0
43220,1
23042,0
44964,1
46681,1
17188,0
13683,0
51931,1
57448,1
29993,1
9063,0
26137,0
21409,0
15288,0
2252,0
172,0
18849,0
49504,1
6872,0
30109,1
46881,1
42649,1
13033,0
11316,0
14219,0
9982,0
48714,1
36673,1
7508,0
36051,1
19220,0
34590,1
25734,0
52559,1
36115,1
10656,0
27685,0
8278,0
52407,1
49726,1
11227,0
51415,1
40446,1
51517,1
15098,0
16786,0
5649,0
26717,0
55774,1
54050,1
21480,0
15013,0
3692,0
28842,0
40122,1
18992,0
31371,1
54985,1
43854,1
36060,1
14401,0
30051,1
56215,1
40789,1
56819,1
47538,1
19385,0
55704,1
20774,0
12420,0
28496,0
43968,1
51561,1
27063,0
2979,0
44178,1
33998,1
56569,1
8871,0
39659,1
1746,0
53804,1
28221,0
12904,0
10623,0
52247,1
24897,0
55683,1
58364,1
54613,1
2271,0
39020,1
18012,0
8520,0
36844,1
56561,1
53022,1
49473,1
44590,1
7245,0
4050,0
21200,0
27164,0
44191,1
25993,0
38914,1
41920,1
7487,0
26142,0
5331,0
14251,0
58513,1
22166,0
24874,0
45230,1
10089,0
28745,0
17259,0
27180,0
11468,0
1658,0
13643,0
28191,0
38349,1
37422,1
22848,0
3431,0
39894,1
40405,1
10708,0
42609,1
27753,0
45859,1
54832,1
57081,1
31437,1
2897,0
4600,0
9620,0
42906,1
53926,1
37124,1
30826,1
1350,0
20687,0
4447,0
18751,0
53772,1
33943,1
10846,0
48342,1
15893,0
44,0
40053,1
19658,0
56856,1
10544,0
54685,1
41978,1
5493,0
3723,0
31144,1
29899,1
25660,0
35193,1
41784,1
12014,0
51944,1
10315,0
55658,1
48877,1
247,0
48735,1
33824,1
14672,0
44955,1
15589,0
53359,1
17032,0
32375,1
55109,1
8836,0
34017,1
31399,1
50918,1
9685,0
42009,1
19586,0
21289,0
45324,1
40802,1
44684,1
40412,1
43470,1
25843,0
25741,0
3880,0
55523,1
56217,1
17668,0
21412,0
53792,1
47596,1
38508,1
55022,1
6604,0
32155,1
46110,1
27417,0
44826,1
37184,1
28766,0
5290,0
41376,1
32575,1
34242,1
53760,1
58402,1
23909,0
47765,1
11063,0
26687,0
7199,0
52362,1
10721,0
26537,0
25664,0
38476,1
30550,1
10790,0
1561,0
52230,1
22200,0
12971,0
50767,1
21388,0
26197,0
10961,0
30403,1
49004,1
16780,0
18947,0
28241,0
15311,0
4922,0
2287,0
34768,1
4483,0
14417,0
46063,1
40686,1
22535,0
30268,1
30457,1
18862,0
25600,0
53035,1
31539,1
18065,0
46101,1
58152,1
13791,0
5135,0
44265,1
7702,0
12710,0
46651,1
22833,0
30308,1
41935,1
48423,1
31062,1
32607,1
15430,0
15765,0
47422,1
720,0
53587,1
33496,1
17273,0
8478,0
16522,0
31054,1
12195,0
28820,0
29715,1
12838,0
25764,0
52155,1
52398,1
47176,1
42999,1
13710,0
20001,0
14458,0
14091,0
29669,1
41404,1
2350,0
5032,0
1996,0
57757,1
50390,1
31254,1
53113,1
38838,1
45635,1
45096,1
2589,0
46124,1
53025,1
36328,1
6821,0
58550,1
17086,0
42347,1
9437,0
57540,1
41910,1
47173,1
17465,0
18975,0
7284,0
20957,0
54840,1
7893,0
23442,0
51823,1
35948,1
5291,0
23527,0
38158,1
28709,0
40090,1
26542,0
42948,1
23407,0
54682,1
6417,0
44195,1
45866,1
10934,0
10285,0
4982,0
30691,1
9419,0
9721,0
15494,0
5231,0
26874,0
7856,0
52005,1
23682,0
4291,0
24869,0
43821,1
50480,1
27255,0
14517,0
24273,0
29442,1
37866,1
18382,0
2099,0
29784,1
19564,0
38806,1
20805,0
55881,1
11833,0
49381,1
55257,1
46932,1
56431,1
17528,0
4026,0
43225,1
51307,1
7256,0
15402,0
40034,1
35189,1
754,0
27570,0
57242,1
37737,1
3973,0
45557,1
45902,1
27477,0
5587,0
40881,1
5500,0
34821,1
12731,0
57001,1
44711,1
23372,0
50969,1
11728,0
56859,1
15753,0
47494,1
45397,1
33232,1
23925,0
55992,1
51001,1
42992,1
38979,1
53692,1
29752,1
5245,0
29766,1
33266,1
21303,0
39963,1
43426,1
35231,1
15551,0
10703,0
17239,0
53420,1
38169,1
1893,0
23380,0
17253,0
42400,1
40643,1
13699,0
13321,0
9300,0
33281,1
19241,0
21406,0
56320,1
38327,1
11393,0
40386,1
23120,0
6341,0
121,0
40035,1
37217,1
51955,1
2709,0
30934,1
21471,0
52571,1
31507,1
39327,1
47206,1
6609,0
2274,0
20213,0
22655,0
33682,1
47812,1
9838,0
48138,1
18584,0
54198,1
36441,1
38794,1
28082,0
14216,0
34350,1
10513,0
45752,1
50073,1
3447,0
10317,0
58523,1
43875,1
24400,0
40300,1
32819,1
27057,0
5762,0
46910,1
53063,1
36801,1
19941,0
35995,1
18843,0
9253,0
46126,1
47006,1
20886,0
58256,1
19424,0
50810,1
58420,1
53033,1
50419,1
23879,0
35874,1
12748,0
10948,0
58435,1
30258,1
54363,1
41947,1
4647,0
33519,1
42747,1
39620,1
44346,1
47114,1
1370,0
11504,0
17486,0
30510,1
25288,0
17475,0
18721,0
16171,0
49525,1
11333,0
51125,1
5309,0
43259,1
52630,1
57805,1
17548,0
11913,0
24458,0
43962,1
51136,1
35932,1
53910,1
39735,1
12920,0
1904,0
43427,1
22049,0
6136,0
29565,1
35846,1
6308,0
40402,1
11725,0
21533,0
8708,0
9185,0
39278,1
36399,1
9597,0
52597,1
1295,0
36218,1
19953,0
46733,1
20904,0
39646,1
32868,1
58454,1
29401,1
39987,1
7753,0
26640,0
31742,1
30433,1
41200,1
39465,1
5176,0
17165,0
22811,0
16770,0
53435,1
57349,1
35569,1
44910,1
45837,1
17561,0
49576,1
34841,1
37533,1
34057,1
7729,0
27126,0
40395,1
53045,1
12964,0
55397,1
23315,0
17167,0
25772,0
15993,0
52314,1
11643,0
36773,1
8430,0
4206,0
58188,1
44587,1
18498,0
36696,1
43773,1
13593,0
20719,0
37475,1
15101,0
39806,1
50988,1
48112,1
9671,0
57133,1
30008,1
24311,0
14047,0
53630,1
11771,0
5352,0
28234,0
34353,1
10956,0
9103,0
37505,1
46049,1
28895,0
29295,0
8040,0
26633,0
9869,0
40297,1
7203,0
15134,0
22185,0
45231,1
53187,1
34375,1
8404,0
8136,0
20146,0
6631,0
54023,1
6748,0
36880,1
11670,0
32937,1
50801,1
4115,0
44262,1
51464,1
35683,1
35611,1
20826,0
15798,0
316,0
46502,1
25182,0
43405,1
6489,0
28164,0
48269,1
7026,0
46385,1
4884,0
36835,1
14583,0
5473,0
51792,1
20443,0
58227,1
11200,0
29474,1
34657,1
58007,1
50680,1
57849,1
31493,1
8968,0
23703,0
30560,1
32850,1
48207,1
20596,0
22273,0
22145,0
56126,1
23272,0
57364,1
6663,0
49907,1
28852,0
49249,1
50293,1
55675,1
3872,0
49597,1
27921,0
48915,1
18054,0
8076,0
1494,0
34559,1
43692,1
29614,1
45603,1
19764,0
9352,0
17811,0
50145,1
32676,1
41069,1
55156,1
50511,1
34760,1
50064,1
29776,1
32173,1
49401,1
2965,0
33911,1
49782,1
48151,1
40091,1
19180,0
2841,0
45130,1
41645,1
28828,0
18984,0
47357,1
23547,0
8320,0
11321,0
44039,1
51837,1
2399,0
34634,1
25587,0
29816,1
9905,0
12369,0
1827,0
35711,1
40286,1
8077,0
50627,1
52697,1
25649,0
4065,0
51846,1
25779,0
2748,0
41585,1
29250,0
16361,0
55771,1
5468,0
25758,0
39816,1
29810,1
16068,0
26301,0
9835,0
48909,1
28954,0
24144,0
43360,1
5763,0
54928,1
5441,0
47285,1
44844,1
34927,1
28429,0
21292,0
1396,0
42165,1
32344,1
28756,0
49725,1
24127,0
22494,0
36553,1
37113,1
10013,0
15877,0
23024,0
49458,1
7869,0
57799,1
46635,1
27689,0
23007,0
34663,1
14900,0
1788,0
20822,0
42939,1
29618,1
27606,0
49325,1
45797,1
26220,0
13187,0
17555,0
8064,0
31597,1
9977,0
10932,0
33017,1
35918,1
6508,0
31563,1
8457,0
8819,0
23221,0
28824,0
7422,0
32711,1
38424,1
9133,0
39553,1
27704,0
41625,1
10341,0
28124,0
55297,1
48651,1
19997,0
6551,0
38038,1
29410,1
21582,0
56079,1
11850,0
15196,0
42551,1
11155,0
7635,0
27301,0
39954,1
24082,0
53728,1
58143,1
27736,0
6568,0
46097,1
56567,1
43611,1
41033,1
33940,1
44824,1
29031,0
28243,0
51456,1
2171,0
7091,0
27036,0
12223,0
54309,1
16820,0
30986,1
21570,0
7711,0
35063,1
12767,0
57256,1
41871,1
51044,1
41846,1
23348,0
38467,1
50888,1
14587,0
7891,0
30732,1
13959,0
9363,0
54842,1
23740,0
39315,1
12759,0
35489,1
606,0
30498,1
2836,0
56161,1
18548,0
42665,1
28662,0
7188,0
35703,1
14992,0
15397,0
44522,1
49778,1
981,0
15375,0
12307,0
45088,1
16477,0
11986,0
1266,0
41904,1
8058,0
4524,0
37611,1
33886,1
3843,0
6991,0
5820,0
57116,1
9682,0
2978,0
5837,0
49400,1
9175,0
6110,0
15002,0
36334,1
9656,0
47885,1
13174,0
44166,1
13402,0
47881,1
41533,1
19272,0
20689,0
1386,0
22974,0
32052,1
46271,1
28095,0
9261,0
38525,1
48654,1
842,0
27687,0
53134,1
52256,1
36925,1
4689,0
8207,0
5728,0
2025,0
33154,1
26573,0
4500,0
36074,1
11792,0
8304,0
9895,0
46348,1
51063,1
36001,1
48296,1
55756,1
52833,1
23904,0
36459,1
2040,0
3878,0
12684,0
51123,1
7904,0
22898,0
13441,0
32747,1
33826,1
51228,1
13887,0
949,0
22500,0
12606,0
15864,0
31646,1
19306,0
31727,1
45863,1
18079,0
51055,1
20648,0
54765,1
14099,0
4926,0
37470,1
14842,0
5130,0
40938,1
57641,1
46919,1
19224,0
23447,0
41510,1
26702,0
16611,0
44004,1
6316,0
24009,0
53871,1
45064,1
37952,1
32489,1
5950,0
30809,1
33566,1
51754,1
20775,0
55908,1
51528,1
44093,1
47236,1
36614,1
2334,0
12344,0
13426,0
52942,1
7731,0
56005,1
50633,1
49271,1
17130,0
14982,0
18818,0
28211,0
22767,0
55050,1
40936,1
53457,1
3909,0
43056,1
5685,0
31485,1
42604,1
11231,0
36977,1
41723,1
37562,1
20255,0
22932,0
17372,0
21765,0
453,0
45392,1
31841,1
1903,0
43632,1
27044,0
12818,0
13540,0
34151,1
54064,1
32379,1
9608,0
12133,0
27174,0
21096,0
22230,0
11345,0
36811,1
58464,1
3933,0
20450,0
24187,0
36012,1
19526,0
30015,1
18909,0
28199,0
38575,1
752,0
38483,1
18790,0
5252,0
16922,0
10767,0
35624,1
50457,1
38597,1
30328,1
1479,0
3541,0
55563,1
20555,0
29585,1
32001,1
53302,1
55328,1
33687,1
36138,1
39411,1
21257,0
370,0
57108,1
41856,1
15560,0
31086,1
47612,1
31664,1
12073,0
31806,1
45951,1
39594,1
36608,1
31608,1
44272,1
41066,1
28250,0
52810,1
6684,0
35855,1
55504,1
57312,1
33260,1
35571,1
40393,1
23497,0
34326,1
26936,0
26855,0
15557,0
31105,1
50666,1
47116,1
26954,0
4800,0
3240,0
30061,1
9442,0
57703,1
43757,1
46406,1
34393,1
51253,1
57450,1
19690,0
40192,1
26233,0
19750,0
21690,0
45615,1
24615,0
34039,1
29981,1
36982,1
33755,1
41577,1
26964,0
40874,1
35468,1
9552,0
52283,1
26278,0
56616,1
11343,0
38528,1
43700,1
42986,1
48753,1
188,0
36291,1
34344,1
51373,1
27506,0
42498,1
56677,1
44317,1
11175,0
41101,1
9238,0
17305,0
23038,0
6158,0
1655,0
23592,0
13138,0
14633,0
52100,1
10957,0
21202,0
57121,1
13981,0
43393,1
56724,1
36248,1
56939,1
40228,1
51495,1
51047,1
19202,0
10977,0
53460,1
11962,0
21019,0
23699,0
47949,1
51583,1
27089,0
296,0
49121,1
25771,0
16788,0
40476,1
34823,1
18506,0
28738,0
24639,0
48876,1
15890,0
3046,0
58025,1
8132,0
55121,1
40905,1
13346,0
3573,0
38468,1
29059,0
38898,1
41818,1
21093,0
33837,1
50577,1
49838,1
15005,0
49077,1
17092,0
4525,0
36757,1
54810,1
25326,0
13337,0
29465,1
12486,0
44908,1
44589,1
36635,1
4960,0
44731,1
7546,0
439,0
44556,1
23326,0
7801,0
18738,0
1693,0
24784,0
15435,0
3111,0
10990,0
36244,1
37477,1
16697,0
46933,1
40904,1
16112,0
7685,0
55015,1
10843,0
36919,1
10794,0
449,0
11365,0
33900,1
14370,0
15092,0
17483,0
49635,1
31987,1
1749,0
45754,1
57100,1
590,0
8354,0
40296,1
29239,0
57431,1
41706,1
55596,1
58172,1
54899,1
24031,0
2107,0
28546,0
36325,1
57958,1
24801,0
9720,0
24499,0
23504,0
44143,1
17394,0
7305,0
31735,1
10287,0
30363,1
36144,1
25848,0
8688,0
6754,0
694,0
36594,1
52670,1
51138,1
26555,0
7675,0
23518,0
54327,1
56239,1
45666,1
42203,1
20572,0
23441,0
52051,1
10302,0
45775,1
5824,0
3117,0
31935,1
5605,0
3248,0
45332,1
16094,0
35161,1
42156,1
50204,1
21743,0
15316,0
20978,0
53172,1
7209,0
35408,1
51170,1
1168,0
33859,1
4371,0
2280,0
40138,1
45048,1
44488,1
56357,1
29793,1
23942,0
54586,1
41408,1
13181,0
38776,1
39254,1
29693,1
36411,1
4657,0
30396,1
54247,1
31650,1
49263,1
22583,0
33895,1
26151,0
30957,1
52497,1
49029,1
43702,1
47689,1
56662,1
28747,0
47502,1
1832,0
24429,0
7916,0
25625,0
21450,0
54744,1
21100,0
50717,1
11430,0
8095,0
56020,1
17737,0
15053,0
34809,1
19261,0
9922,0
42288,1
23378,0
2074,0
13211,0
45292,1
15566,0
53158,1
55393,1
30285,1
15270,0
39756,1
31599,1
45106,1
6930,0
20287,0
17026,0
12560,0
22732,0
1127,0
45416,1
22507,0
11698,0
49020,1
2529,0
21899,0
52077,1
9653,0
27383,0
13484,0
17864,0
25468,0
9232,0
42070,1
43761,1
6325,0
21465,0
33935,1
48,0
56406,1
28400,0
15861,0
57854,1
54129,1
44710,1
48340,1
50322,1
1617,0
32921,1
58013,1
14345,0
57830,1
52323,1
512,0
3181,0
21474,0
38021,1
17223,0
14800,0
29656,1
50386,1
19566,0
57446,1
57083,1
43791,1
39296,1
15452,0
37573,1
55037,1
8818,0
13366,0
18029,0
29647,1
43785,1
36280,1
17659,0
57996,1
43706,1
19635,0
32658,1
25701,0
28805,0
13595,0
33670,1
43978,1
18448,0
14762,0
11756,0
57893,1
15580,0
3543,0
5961,0
25023,0
56956,1
22557,0
48062,1
18577,0
46978,1
18209,0
55541,1
19831,0
35466,1
39335,1
32947,1
53768,1
46471,1
36940,1
36490,1
29184,0
30580,1
9603,0
29221,0
23902,0
19910,0
3813,0
16571,0
12850,0
35813,1
55244,1
22216,0
57564,1
30506,1
55781,1
8148,0
21418,0
44738,1
56093,1
33014,1
49928,1
31268,1
52101,1
49999,1
32624,1
17719,0
48361,1
37918,1
33178,1
40229,1
43289,1
21262,0
21429,0
53907,1
40210,1
18855,0
8675,0
37738,1
49518,1
39273,1
42508,1
44341,1
25534,0
26203,0
10002,0
30535,1
19936,0
50332,1
51163,1
12230,0
4485,0
14301,0
46353,1
46666,1
17439,0
30286,1
20484,0
28541,0
17882,0
29601,1
56483,1
3953,0
7512,0
52514,1
51642,1
52579,1
13864,0
14410,0
17045,0
31536,1
15849,0
25992,0
48243,1
40921,1
30146,1
32329,1
52764,1
39204,1
49850,1
10282,0
13203,0
39537,1
57205,1
23965,0
25644,0
11103,0
12053,0
31753,1
3087,0
43136,1
14161,0
44203,1
14435,0
39724,1
31852,1
2480,0
15633,0
16031,0
31258,1
33771,1
33326,1
7463,0
40903,1
13504,0
31665,1
24630,0
27646,0
31191,1
40736,1
11334,0
44884,1
46543,1
28622,0
19319,0
5648,0
39744,1
43992,1
32264,1
48999,1
40647,1
22830,0
14635,0
39960,1
23653,0
48627,1
31807,1
18109,0
33912,1
15381,0
7602,0
11463,0
9097,0
49408,1
58009,1
53405,1
26494,0
18599,0
21058,0
50052,1
49380,1
34831,1
51555,1
10646,0
7585,0
46085,1
42577,1
47570,1
57085,1
37993,1
28013,0
3995,0
34772,1
42648,1
18087,0
55554,1
36250,1
20603,0
26250,0
56387,1
51998,1
16615,0
33083,1
2582,0
49766,1
18110,0
32582,1
24822,0
13097,0
49870,1
27784,0
56015,1
35236,1
4694,0
23270,0
31007,1
27152,0
54121,1
38433,1
54187,1
6492,0
48895,1
15701,0
26454,0
41382,1
36677,1
28433,0
35511,1
31956,1
51941,1
17117,0
20916,0
14943,0
40088,1
51574,1
39907,1
3144,0
27599,0
1046,0
47675,1
9179,0
26412,0
35553,1
45082,1
33241,1
24209,0
15746,0
24230,0
9913,0
52393,1
57932,1
12364,0
2666,0
25618,0
34387,1
42561,1
31303,1
12505,0
54982,1
39697,1
1764,0
20868,0
15026,0
34654,1
42771,1
8672,0
8930,0
6909,0
23733,0
46970,1
24231,0
17907,0
35337,1
6576,0
43142,1
39406,1
40163,1
1491,0
18815,0
54255,1
30402,1
12566,0
15370,0
23923,0
32158,1
30977,1
17170,0
54307,1
49078,1
20233,0
21604,0
49120,1
5854,0
11621,0
19645,0
1720,0
9549,0
17634,0
22511,0
2402,0
1782,0
37492,1
9328,0
10491,0
36803,1
13235,0
25523,0
21142,0
55043,1
4601,0
69,0
42942,1
8694,0
30036,1
52643,1
19290,0
25043,0
17133,0
52528,1
21656,0
18169,0
55670,1
34076,1
52550,1
9771,0
48509,1
133,0
15640,0
32128,1
47044,1
2348,0
47281,1
2225,0
7616,0
44850,1
13943,0
46074,1
5156,0
28172,0
49640,1
54127,1
58108,1
45786,1
45116,1
22401,0
15197,0
51957,1
50393,1
43602,1
14347,0
31440,1
31423,1
18842,0
18637,0
21423,0
19698,0
15236,0
14885,0
27962,0
56288,1
43603,1
46942,1
51355,1
1552,0
3755,0
56075,1
5821,0
31984,1
27018,0
39408,1
43055,1
35989,1
1444,0
6048,0
35090,1
27772,0
26027,0
52373,1
5013,0
50453,1
3410,0
38316,1
49060,1
14950,0
48522,1
28137,0
57517,1
36971,1
21802,0
12926,0
31730,1
7738,0
45962,1
2873,0
42237,1
31736,1
24599,0
53470,1
26296,0
25507,0
12551,0
32354,1
21755,0
17496,0
4865,0
39856,1
29329,1
22058,0
12301,0
35768,1
52795,1
42,0
37736,1
44282,1
46121,1
45086,1
58095,1
21783,0
14851,0
15664,0
54010,1
48127,1
23229,0
11179,0
27261,0
27395,0
26871,0
58585,1
27793,0
3910,0
51831,1
16652,0
16794,0
41508,1
5567,0
31082,1
985,0
8387,0
35645,1
34426,1
3746,0
14495,0
58429,1
36932,1
5900,0
16645,0
21917,0
3707,0
43258,1
21501,0
20924,0
32450,1
19737,0
10635,0
13743,0
23112,0
52061,1
15828,0
25999,0
50450,1
34506,1
28660,0
45643,1
58008,1
54950,1
17504,0
12059,0
29171,0
43057,1
55808,1
46273,1
17992,0
37139,1
35582,1
14698,0
7723,0
